"","index","study_id","id","author","year","group","group_id","group_desc","url","country","region","city","time_MAX","time_50","time_MIN","detailed_time","exp_dur","fu_dur","age_base","age_SD","days_ps","days_cat","yrs_ps","stroke_type","nihss_base","mmse_base","mMmse_base","fim_base","brunstrom_base","frenchay_base","fac_base","barthel_base","mBarthel_base","motricity_base","BBS_base","BBT_base","gcs_base","MAS_base","sis_base","rivermead_base","ashworth_base","mAshworth_base","rankin_base","bdi_base","cesd_base","OPS_base","terminal_dropout","outcome_name","outcome_extremity","ue_subscale","le_subscale","fma_outcome","speed_outcome","SCOAR_outcome","p_outcome_stated","itt_analysis","base_n","base_m","base_sd","difference_score","term_n","term_m","term_sd","diff_base","diff_term","fu_n","fu_m","fu_sd","est_corr","term_diff","term_s_diff","fu_diff","fu_s_diff","term_d","fu_d","j_corr_factor","term_g","fu_g","term_Vd","fu_Vd","term_Vg","fu_Vg","exp.c","DPS.c","rtDPS","rtDPS.c","time50.c","rtTIME","rtTIME.c","age.c","DUR.c","rtDUR","rtDUR.c"
"453",453,129,"park2013","park","2013","exp",290,"treadmill gait training (less impaired group)","https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf","south korea","","daejeon",20,20,20,1,28,NA,53.4,7.1,582,">1year",1.594520548,1,NA,">23","","","",NA,"5","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"6minwt","le","","capacity","","","lohse",0,0,10,301,74.1,0,10,338.2,64.5,NA,NA,NA,NA,NA,0.5,37.2,69.46603487,NA,74.1,0.535513508,NA,0.914285714,0.48961235,NA,0.114338736,NA,0.095577849,NA,0.5,-31.453795379538,24.1246761636296,3.77926440873044,-9.80594059405941,4.47213595499958,-0.292231972356128,-7.58954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"472",472,134,"peurala2005","peurala","2005","ctrl",301,"overground walking + CPT","http://www.ncbi.nlm.nih.gov/pubmed/16084808","finland","","kuopio",20.4,20.4,20.4,3,21,NA,52.3,6.8,1460,">1year",4,1,NA,"","","","",NA,"4.13","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"10mwt MAX","le","","speed","","speed","lohse",0,0,15,39.5,25.5,0,15,32.1,15.9,NA,NA,14,NA,NA,0.5,-7.4,21.24923528,NA,25.5,0.348247826,NA,0.945454545,0.32925249,NA,0.070709218,NA,0.06320586,NA,-0.5,846.546204620462,38.2099463490856,17.8645345941864,-9.40594059405941,4.51663591625449,-0.247732011101222,-8.68954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"473",473,134,"peurala2005","peurala","2005","exp",302,"BWS gait training + CPT","http://www.ncbi.nlm.nih.gov/pubmed/16084808","finland","","kuopio",20.4,20.4,20.4,3,21,NA,51.2,7.9,876,">1year",2.4,1,NA,"","","","",NA,"4","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"10mwt MAX","le","","speed","","speed","lohse",0,0,15,39.6,35.4,0,15,30.3,23.6,NA,NA,14,NA,NA,0.5,-9.3,30.08421513,NA,35.4,0.309132213,NA,0.945454545,0.292270456,NA,0.069852091,NA,0.062439687,NA,0.5,262.546204620462,29.5972971738975,9.25188541899829,-9.40594059405941,4.51663591625449,-0.247732011101222,-9.78954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"474",474,134,"peurala2005","peurala","2005","exp",303,"BWS gait training with stimulation + CPT","http://www.ncbi.nlm.nih.gov/pubmed/16084808","finland","","kuopio",20.4,20.4,20.4,3,21,NA,53.3,8.9,949,">1year",2.6,1,NA,"","","","",NA,"4.1","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"10mwt MAX","le","","speed","","speed","lohse",0,0,15,44,36.2,0,15,35.9,29.9,NA,NA,15,NA,NA,0.5,-8.1,33.1997741,NA,36.2,0.243977564,NA,0.945454545,0.230669697,NA,0.068650835,NA,0.061365903,NA,0.5,335.546204620462,30.8058436014987,10.4604318465995,-9.40594059405941,4.51663591625449,-0.247732011101222,-7.68954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"478",478,135,"piron2007","piron","2007","ctrl",304,"CPT","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1","italy","","venice",30,30,30,1,42,NA,61.2,6.6,78,"<90days",0.21369863,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,NA,"fim","","","","","","lohse",1,0,13,88.2,30,0,13,95.9,28.3,NA,NA,NA,NA,NA,0.5,7.7,29.16239016,NA,30,0.264038714,NA,0.936170213,0.247185179,NA,0.079604479,NA,0.069766533,NA,-0.5,-535.453795379538,8.83176086632785,-11.5136508885713,0.194059405940592,5.47722557505166,0.712857647695953,0.210455445544561,-0.0555775577557753,6.48074069840786,0.363558759415592
"479",479,135,"piron2007","piron","2007","exp",305,"reinforcing practice in a virtual environment + CPT","http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1","italy","","venice",30,30,30,1,42,NA,61.5,9.4,75,"<90days",0.205479452,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,NA,"fim","","","","","","lohse",1,0,25,93.4,28.6,0,15,110.2,13.9,NA,NA,NA,NA,NA,0.5,16.8,24.24435908,NA,28.6,0.692944695,NA,0.968421053,0.671062231,NA,0.049603447,NA,0.046520064,NA,0.5,-538.453795379538,8.66025403784439,-11.6851577170548,0.194059405940592,5.47722557505166,0.712857647695953,0.510455445544558,-0.0555775577557753,6.48074069840786,0.363558759415592
"482",482,136,"piron2009","piron","2009","ctrl",306,"CPT for the upper limb","http://www.ncbi.nlm.nih.gov/pubmed/19841835","italy","","venice",20,20,20,1,30,60,64.4,NA,357,"<1year",0.978082192,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"1.3","","",NA,"",NA,NA,"fma-ue","ue","fma","","fma","","lohse",1,0,18,47.3,4.6,0,18,49.5,4.8,NA,NA,18,48.8,5.1,0.5,2.2,4.701063709,1.5,4.856439025,0.467979193,0.308868286,0.955223881,0.447024901,0.295038363,0.061639015,0.058205545,0.056242683,0.053109804,-0.5,-256.453795379538,18.8944436276912,-1.45096812720801,-9.80594059405941,4.47213595499958,-0.292231972356128,3.41045544554456,-12.0555775577558,5.47722557505166,-0.639956363940607
"483",483,136,"piron2009","piron","2009","exp",307,"VR based telerehabilitation","http://www.ncbi.nlm.nih.gov/pubmed/19841835","italy","","venice",20,20,20,1,30,60,66,NA,441,">1year",1.208219178,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"2.4","","",NA,"",NA,NA,"fma-ue","ue","fma","","fma","","lohse",1,0,18,48.5,7.8,0,18,53.6,7.7,NA,NA,18,53.1,7.3,0.5,5.1,7.750161289,4.6,7.554137939,0.658050821,0.608937782,0.955223881,0.628585859,0.581671911,0.067584191,0.065855701,0.061667375,0.060090209,0.5,-172.453795379538,21,0.654588245100808,-9.80594059405941,4.47213595499958,-0.292231972356128,5.01045544554456,-12.0555775577558,5.47722557505166,-0.639956363940607
"484",484,137,"piron2010","piron","2010","ctrl",308,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/20581337","italy","","venice",20,20,20,1,28,NA,62.2,NA,453,">1year",1.24109589,1,NA,"","","104","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,3,"fma-ue","ue","fma","","fma","","lohse",1,1,23,43.9,9.7,0,23,46.5,9.7,NA,NA,NA,NA,NA,0.5,2.6,9.7,NA,9.7,0.268041237,NA,0.965517241,0.258798436,NA,0.045040133,NA,0.041987472,NA,-0.5,-160.453795379538,21.2837966537928,0.93838489889357,-9.80594059405941,4.47213595499958,-0.292231972356128,1.21045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"485",485,137,"piron2010","piron","2010","exp",309,"training in a virtual environment with reinforcement ","http://www.ncbi.nlm.nih.gov/pubmed/20581337","italy","","venice",20,20,20,1,28,NA,58.8,NA,462,">1year",1.265753425,1,NA,"","","113","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"fma-ue","ue","fma","","fma","","lohse",1,1,27,42.4,11.3,0,27,49.7,10.1,NA,NA,NA,NA,NA,0.5,7.3,10.71680923,NA,11.3,0.681172898,NA,0.970873786,0.661332911,NA,0.045629565,NA,0.043010241,NA,0.5,-151.453795379538,21.4941852602047,1.14877350530548,-9.80594059405941,4.47213595499958,-0.292231972356128,-2.18954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"492",492,140,"pohl2002","pohl","2002","ctrl",316,"conventional gait training","http://www.ncbi.nlm.nih.gov/pubmed/11823669","germany","","kreischa",15,15,15,1,28,NA,61.6,NA,112.7,"<1year",0.308767123,1,NA,"<26","","","",NA,">3","",NA,"",NA,NA,NA,"","",NA,"0.1","","",NA,"",NA,0,"10mwt SSV","le","","speed","","speed","lohse",0,0,20,0.66,0.42,0,20,0.97,0.64,NA,NA,20,NA,NA,0.5,0.31,0.541294744,NA,0.42,0.572700924,NA,0.96,0.549792887,NA,0.058199659,NA,0.053636805,NA,-0.5,-500.753795379538,10.6160256216722,-9.72938613322702,-14.8059405940594,3.87298334620742,-0.891384581148291,0.610455445544559,-14.0555775577558,5.29150262212918,-0.825679316863087
"493",493,140,"pohl2002","pohl","2002","exp",317,"structured speed dependent treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/11823669","germany","","kreischa",12,12,12,1,28,NA,58.2,NA,113.4,"<1year",0.310684932,1,NA,"<26","","","",NA,">3","",NA,"",NA,NA,NA,"","",NA,"0.3","","",NA,"",NA,0,"10mwt SSV","le","","speed","","speed","lohse",0,0,20,0.61,0.32,0,20,1.63,0.8,NA,NA,20,NA,NA,0.5,1.02,0.609261848,NA,0.32,1.674157019,NA,0.96,1.607190738,NA,0.120070043,NA,0.110656552,NA,0.5,-500.053795379538,10.6489436095793,-9.69646814531988,-17.8059405940594,3.46410161513775,-1.30026631221795,-2.78954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"494",494,140,"pohl2002","pohl","2002","exp",318,"limited progressive treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/11823669","germany","","kreischa",12,12,12,1,28,NA,57.1,NA,117.6,"<1year",0.322191781,1,NA,"<26","","","",NA,">3","",NA,"",NA,NA,NA,"","",NA,"0.1","","",NA,"",NA,0,"10mwt SSV","le","","speed","","speed","lohse",0,0,20,0.66,0.39,0,20,1.22,0.74,NA,NA,20,NA,NA,0.5,0.56,0.591481192,NA,0.39,0.946775668,NA,0.96,0.908904641,NA,0.072409604,NA,0.066732691,NA,0.5,-495.853795379538,10.8443533693808,-9.50105838551842,-17.8059405940594,3.46410161513775,-1.30026631221795,-3.88954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"495",495,141,"pohl2007","pohl","2007","ctrl",319,"physiotherapy every week day","http://www.ncbi.nlm.nih.gov/pubmed/17213237","germany","","berlin",11.3,11.3,11.3,4,28,208,64,11.6,31.5,"<90days",0.08630137,1,NA,"","","","",NA,"1.19","36.8",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,6,"fac","le","","","","","lohse",1,1,78,1.2,1.1,0,72,2.1,1.5,NA,NA,64,2.6,1.8,0.5,0.9,1.307256256,1.4,1.457223387,0.688464864,0.960731218,0.990228013,0.681737194,0.951342965,0.015858871,0.018737208,0.01555044,0.018372798,-0.5,-581.953795379538,5.61248608016091,-14.7329256747383,-18.5059405940594,3.36154726279432,-1.40282066456139,3.01045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"496",496,141,"pohl2007","pohl","2007","exp",320,"mixed pure locomotor training with physiotherapy","http://www.ncbi.nlm.nih.gov/pubmed/17213237","germany","","berlin",13.5,13.5,13.5,4,28,208,62.3,12,29.4,"<90days",0.080547945,1,NA,"","","","",NA,"0.99","37.9",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,5,"fac","le","","","","","lohse",1,1,77,0.99,0.88,0,72,3.2,1.4,NA,NA,64,3.8,1.7,0.5,2.21,1.160619117,2.81,1.316536769,1.904156125,2.134387786,0.99009901,1.885303094,2.113255234,0.036531237,0.042568904,0.035811428,0.041730128,0.5,-584.053795379538,5.42217668469038,-14.9232350702088,-16.3059405940594,3.67423461417477,-1.09013331318094,1.31045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"509",509,144,"rabadi2008","rabadi","2008","ctrl",327,"conventional occupational and physical therapy","http://www.ncbi.nlm.nih.gov/pubmed/19052246","usa","OK","oklahoma city",74,74,74,1,30.95,NA,67.8,12.66,22.5,"<90days",0.061643836,1,NA,"16","","40.3","",NA,"","",NA,"6.1",NA,NA,NA,"","",NA,"","1","",NA,"",NA,0,"fma-se","ue","fma","","fma","","lohse",1,0,10,5.2,6.56,0,10,9.05,6.039950331,NA,NA,NA,NA,NA,0.5,3.85,6.305339008,NA,6.56,0.610593656,NA,0.914285714,0.558257057,NA,0.118641231,NA,0.099174384,NA,-0.5,-590.953795379538,4.74341649025257,-15.6019952646466,44.1940594059406,8.60232526704263,3.83795733968692,6.81045544554456,-11.1055775577558,5.56327241828045,-0.553909520711819
"510",510,144,"rabadi2008","rabadi","2008","exp",328,"robot assisted therapy","http://www.ncbi.nlm.nih.gov/pubmed/19052246","usa","OK","oklahoma city",85.85,85.85,85.85,1,36.32,NA,79.5,6.17,19,"<90days",0.052054795,1,NA,"16.56","","34.6","",NA,"","",NA,"5.9",NA,NA,NA,"","",NA,"","1","",NA,"",NA,0,"fma-se","ue","fma","","fma","","lohse",1,0,10,5.8,3.79,0,10,8.03,5.565608682,NA,NA,NA,NA,NA,0.5,2.23,4.761307594,NA,3.79,0.468358735,NA,0.914285714,0.4282137,NA,0.110967995,NA,0.092760185,NA,0.5,-594.453795379538,4.35889894354067,-15.9865128113585,56.0440594059406,9.2655275079188,4.50115958056309,18.5104554455446,-5.73557755775578,6.02660766932775,-0.0905742696645229
"511",511,144,"rabadi2008","rabadi","2008","exp",329,"arm ergometer training","http://www.ncbi.nlm.nih.gov/pubmed/19052246","usa","OK","oklahoma city",82.7,82.7,82.7,1,34.92,NA,69.2,10.22,22.2,"<90days",0.060821918,1,NA,"17","","42.3","",NA,"","",NA,"9.4",NA,NA,NA,"","",NA,"","1.2","",NA,"",NA,0,"fma-se","ue","fma","","fma","","lohse",1,0,10,7.8,4.18,0,10,6.92,4.490434277,NA,NA,NA,NA,NA,0.5,-0.88,4.337994929,NA,4.18,-0.202858697,NA,0.914285714,-0.185470809,NA,0.102057583,NA,0.085311808,NA,0.5,-591.253795379538,4.7116875957559,-15.6337241591433,52.8940594059406,9.09395403551173,4.32958610815602,8.21045544554456,-7.13557755775577,5.90931468107766,-0.207867257914605
"515",515,145,"ribeiro2013","ribeiro","2013","exp",330,"PNF therapy, no other gait therapies given","http://www.ncbi.nlm.nih.gov/pubmed/23172402","brasil","","natal",6,6,6,1,28,NA,58.33,8.94,593.1,">1year",1.624931507,1,6.44,"","","68","",NA,"3.22","",NA,"",NA,NA,NA,"","",NA,"","1.33","",NA,"",NA,2,"STREAM","","","","","","lohse",0,0,9,66.2,17.8,0,9,74.6,18.2,NA,NA,9,NA,NA,0.5,8.4,18.00111108,NA,17.8,0.466637863,NA,0.903225806,0.42147936,NA,0.123208383,NA,0.100515476,NA,0.5,-20.3537953795379,24.3536444911229,4.00823273622369,-23.8059405940594,2.44948974278318,-2.31487818457253,-2.65954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"516",516,145,"ribeiro2013","ribeiro","2013","exp",331,"body weight supported treadmill training","http://www.ncbi.nlm.nih.gov/pubmed/23172402","brasil","","natal",6,6,6,1,28,NA,56.45,8.31,1000.8,">1year",2.741917808,1,4.72,"","","68.3","",NA,"3.72","",NA,"",NA,NA,NA,"","",NA,"","1.36","",NA,"",NA,1,"STREAM","","","","","","lohse",0,0,11,63.8,24.9,0,11,70,24.6,NA,NA,11,NA,NA,0.5,6.2,24.75045454,NA,24.9,0.25050045,NA,0.923076923,0.231231185,NA,0.093761385,NA,0.079891358,NA,0.5,387.346204620462,31.6354231835138,11.2900114286146,-23.8059405940594,2.44948974278318,-2.31487818457253,-4.53954455445544,-14.0555775577558,5.29150262212918,-0.825679316863087
"521",521,147,"richards2004","richards","2004","exp",334,"treadmill training and isokinetic exercise","http://www.ncbi.nlm.nih.gov/pubmed/15537991","canada","quebec","quebec city",39.1,39.1,39.1,2,56,NA,62.9,12,52,"<90days",0.142465753,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,2,"gait speed SSV","le","","speed","","speed","lohse",1,1,32,26.51,14.22,0,32,52.77,33.25,NA,NA,32,62.17,34.94,0.5,26.26,25.57118398,35.66,26.67406981,1.026937197,1.336878859,0.975609756,1.001889948,1.304272057,0.047728125,0.059175704,0.045428317,0.056324287,0.5,-561.453795379538,7.21110255092798,-13.1343092039712,9.29405940594059,6.25299928034539,1.48863135298969,1.91045544554456,13.9444224422442,7.48331477354788,1.36613283455561
"522",522,147,"richards2004","richards","2004","ctrl",335,"CPT","http://www.ncbi.nlm.nih.gov/pubmed/15537991","canada","quebec","quebec city",44.9,44.9,44.9,2,56,NA,60.7,12,52.6,"<90days",0.144109589,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"gait speed SSV","le","","speed","","speed","lohse",1,1,31,24.34,12.29,0,31,56.14,36.63,NA,NA,31,67.71,33.73,0.5,31.8,27.32033126,43.37,25.38461148,1.163968317,1.708515414,0.974789916,1.134624578,1.665443597,0.054110036,0.079339112,0.051416189,0.075389244,-0.5,-560.853795379538,7.2525857457875,-13.0928260091117,15.0940594059406,6.70074622710038,1.93637829974467,-0.289544554455439,13.9444224422442,7.48331477354788,1.36613283455561
"540",540,150,"rydwik2006","rydwik","2006","ctrl",341,"no therapy","http://www.ncbi.nlm.nih.gov/pubmed/16944822","sweden","","j?f?la",0,0,0,1,42,84,75.3,4.9,1647,">1year",4.512328767,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"TUG","le","","","","","lohse",0,0,9,47,45,0,9,44,40,NA,NA,9,NA,NA,0.5,-3,42.57346591,NA,45,0.070466426,NA,0.903225806,0.063647095,NA,0.111386973,NA,0.09087137,NA,-0.5,1033.54620462046,40.5832477754061,20.2378360205069,-29.8059405940594,0,-4.76436792735571,14.3104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"541",541,150,"rydwik2006","rydwik","2006","exp",342,"""stimulo"" device","http://www.ncbi.nlm.nih.gov/pubmed/16944822","sweden","","j?f?la",9,9,9,1,42,84,74.9,8.7,1278,">1year",3.501369863,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"TUG","le","","","","","lohse",0,0,9,25,12,0,8,23,9,NA,NA,4,NA,NA,0.5,-2,10.70513895,NA,12,0.18682616,NA,0.903225806,0.168746209,NA,0.113050223,NA,0.092228278,NA,0.5,664.546204620462,35.749125863439,15.4037141085398,-20.8059405940594,3,-1.76436792735571,13.9104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"548",548,151,"sackley1997","sackley","1997","ctrl",343,"balance training without visual feedback","http://www.ncbi.nlm.nih.gov/pubmed/9442992","uk","","nottingham",12,12,12,1,28,84,67.9,NA,131.8,"<1year",0.36109589,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",10.2,"","","",NA,"",NA,1,"rivermead motor assessment","","","","","","lohse",0,0,13,10.2,4.1,0,12,12.7,4.5,NA,NA,12,15.5,4.7,0.5,2.5,4.295953607,5.3,4.397182893,0.58194297,1.205317161,0.936170213,0.544797674,1.128382023,0.08994837,0.132799595,0.078832071,0.116387512,-0.5,-481.653795379538,11.4804181108529,-8.86499364404626,-17.8059405940594,3.46410161513775,-1.30026631221795,6.91045544554456,-14.0555775577558,5.29150262212918,-0.825679316863087
"549",549,151,"sackley1997","sackley","1997","exp",344,"balance training with augmented visual feedback","http://www.ncbi.nlm.nih.gov/pubmed/9442992","uk","","nottingham",12,12,12,1,28,84,60.8,NA,140.7,"<1year",0.385479452,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",10.4,"","","",NA,"",NA,0,"rivermead motor assessment","","","","","","lohse",0,0,13,10.4,3.5,0,13,17,2.9,NA,NA,12,13.8,4.4,0.5,6.6,3.214031736,3.4,3.956063041,2.053495591,0.859440298,0.936170213,1.922421405,0.804582407,0.23910939,0.105332216,0.209558977,0.092314699,0.5,-472.753795379538,11.861703081767,-8.48370867313222,-17.8059405940594,3.46410161513775,-1.30026631221795,-0.189544554455445,-14.0555775577558,5.29150262212918,-0.825679316863087
"552",552,153,"salbach/higgins2004/2006","salbach/higgins","2004/2006","ctrl",347,"upper extremity therapy","http://www.ncbi.nlm.nih.gov/pubmed/15293485","canada","quebec","montreal",0,0,0,1,42,NA,73,8,217,"<1year",0.594520548,1,NA,"","","","",NA,"","",NA,"",40,NA,NA,"","",NA,"","","",NA,"",NA,4,"6minwt","le","","capacity","","","lohse",0,1,47,204,131,0,47,209,132,NA,NA,NA,NA,NA,0.5,5,131.5009506,NA,131,0.038022539,NA,0.983606557,0.037399219,NA,0.021291976,NA,0.0205996,NA,-0.5,-396.453795379538,14.7309198626562,-5.61449189224296,-29.8059405940594,0,-4.76436792735571,12.0104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"553",553,153,"salbach/higgins2004/2006","salbach/higgins","2004/2006","exp",348,"functional lower extremity training","http://www.ncbi.nlm.nih.gov/pubmed/15293485","canada","quebec","montreal",18,18,18,1,42,NA,71,12,239,"<1year",0.654794521,1,NA,"","","","",NA,"","",NA,"",42,NA,NA,"","",NA,"","","",NA,"",NA,3,"6minwt","le","","capacity","","","lohse",0,1,44,209,126,0,44,249,136,NA,NA,NA,NA,NA,0.5,40,131.0953851,NA,126,0.305121343,NA,0.98245614,0.299768337,NA,0.023785216,NA,0.022957968,NA,0.5,-374.453795379538,15.4596248337403,-4.88578692115889,-11.8059405940594,4.24264068711928,-0.521727240236423,10.0104554455446,-0.0555775577557753,6.48074069840786,0.363558759415592
"562",562,155,"schauer2003","schauer","2003","ctrl",351,"conventional gait therapy","http://www.ncbi.nlm.nih.gov/pubmed/14606736","germany","","berlin",16.25,16.25,16.25,1,21,NA,61,NA,67,"<90days",0.183561644,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed","le","","speed","","speed","lohse",0,0,12,0.77,0.3,0,12,0.8,0.35,NA,NA,NA,NA,NA,0.5,0.03,0.32596012,NA,0.3,0.092035799,NA,0.930232558,0.085614696,NA,0.083686275,NA,0.072416463,NA,-0.5,-546.453795379538,8.18535277187245,-12.1600589830267,-13.5559405940594,4.03112887414927,-0.733239053206433,0.010455445544558,-21.0555775577558,4.58257569495584,-1.53460624403643
"563",563,155,"schauer2003","schauer","2003","exp",352,"musical motor therapy","http://www.ncbi.nlm.nih.gov/pubmed/14606736","germany","","berlin",16.25,16.25,16.25,1,21,NA,59,NA,53,"<90days",0.145205479,0,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,0,"gait speed","le","","speed","","speed","lohse",0,0,11,0.64,0.3,0,11,0.81,0.29,NA,NA,NA,NA,NA,0.5,0.17,0.29504237,NA,0.3,0.57618843,NA,0.923076923,0.531866244,NA,0.105999687,NA,0.09031926,NA,0.5,-560.453795379538,7.28010988928052,-13.0653018656187,-13.5559405940594,4.03112887414927,-0.733239053206433,-1.98954455445544,-21.0555775577558,4.58257569495584,-1.53460624403643
"564",564,156,"schmid2012","schmid","2012","ctrl",353,"waitlisted control group","http://www.ncbi.nlm.nih.gov/pubmed/22836351","usa","IN","indianapolis",0,0,0,1,56,NA,60.2,NA,1092,">1year",2.991780822,1,NA,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,1,"bbs","le","","balance","","","lohse",0,1,10,41.9,6.4,0,10,43.8,6.3,NA,NA,NA,NA,NA,0.5,1.9,6.350196847,NA,6.4,0.299203323,NA,0.914285714,0.273557324,NA,0.104476131,NA,0.087333517,NA,-0.5,478.546204620462,33.0454232837166,12.7000115288174,-29.8059405940594,0,-4.76436792735571,-0.789544554455439,13.9444224422442,7.48331477354788,1.36613283455561
"566",566,157,"schwartz2009","schwartz","2009","ctrl",355,"regular physiotherapy","http://www.ncbi.nlm.nih.gov/pubmed/19627940","israel","","jerusalem",20,20,20,2,42,NA,62,7.5,21.6,"<90days",0.059178082,1,10.5,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,3,"FIM motor","","","","","","lohse",0,1,30,42.8,11,0,30,60.3,14.8,NA,NA,NA,NA,NA,0.5,17.5,13.03917175,NA,11,1.342109785,NA,0.973913043,1.307098226,NA,0.063354311,NA,0.060091983,NA,-0.5,-591.853795379538,4.6475800154489,-15.6978317394503,-9.80594059405941,4.47213595499958,-0.292231972356128,1.01045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
"567",567,157,"schwartz2009","schwartz","2009","exp",356,"robot assisted gait training","http://www.ncbi.nlm.nih.gov/pubmed/19627940","israel","","jerusalem",20,20,20,2,42,NA,65,8.5,23.6,"<90days",0.064657534,1,10.4,"","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,"","","",NA,"",NA,8,"FIM motor","","","","","","lohse",0,1,37,44.1,13.1,0,37,66.9,15.6,NA,NA,NA,NA,NA,0.5,22.8,14.40433962,NA,13.1,1.582856319,NA,0.979020979,1.549649543,NA,0.060884245,NA,0.058356458,NA,0.5,-589.853795379538,4.85798312059645,-15.4874286343027,-9.80594059405941,4.47213595499958,-0.292231972356128,4.01045544554456,-0.0555775577557753,6.48074069840786,0.363558759415592
